Date,Indian rupee
1-Jan-79,57.76
2-Jan-79,57.64
3-Jan-79,57.94
4-Jan-79,58.25
5-Jan-79,59.27
8-Jan-79,59.2
9-Jan-79,58.59
10-Jan-79,57.98
11-Jan-79,58.34
12-Jan-79,57.31
15-Jan-79,57.29
16-Jan-79,57.76
17-Jan-79,59.22
18-Jan-79,59.86
19-Jan-79,62.4
22-Jan-79,60.67
23-Jan-79,60.94
24-Jan-79,61.93
25-Jan-79,62.3
26-Jan-79,62.03
29-Jan-79,60.67
30-Jan-79,61.78
31-Jan-79,59.18
1-Feb-79,61.96
2-Feb-79,61.32
5-Feb-79,63.4
6-Feb-79,64.2
7-Feb-79,65.3
8-Feb-79,66.91
9-Feb-79,64.33
12-Feb-79,65.79
13-Feb-79,64.32
14-Feb-79,62.59
15-Feb-79,64.57
16-Feb-79,64.84
19-Feb-79,65.83
20-Feb-79,65.34
21-Feb-79,65.56
22-Feb-79,66
23-Feb-79,65.65
26-Feb-79,65.41
27-Feb-79,64.71
28-Feb-79,64.68
1-Mar-79,65.07
2-Mar-79,64.96
5-Mar-79,63.4
6-Mar-79,62.41
7-Mar-79,62.82
8-Mar-79,61.72
9-Mar-79,62.31
12-Mar-79,62.36
13-Mar-79,63.12
14-Mar-79,63.33
15-Mar-79,63.34
16-Mar-79,63.43
19-Mar-79,64.84
20-Mar-79,64.03
21-Mar-79,63.58
22-Mar-79,64.24
23-Mar-79,63.9
26-Mar-79,63.98
27-Mar-79,64.5
28-Mar-79,63.94
29-Mar-79,63.21
30-Mar-79,62.38
2-Apr-79,62.63
3-Apr-79,62.46
4-Apr-79,62.4
5-Apr-79,62.36
6-Apr-79,61.82
9-Apr-79,62.94
10-Apr-79,62.57
11-Apr-79,62.89
12-Apr-79,61.65
13-Apr-79,61.65
16-Apr-79,61.65
17-Apr-79,61.01
18-Apr-79,62.1
19-Apr-79,63.67
20-Apr-79,63.2
23-Apr-79,62.82
24-Apr-79,63.73
25-Apr-79,64.97
26-Apr-79,65.11
27-Apr-79,64.84
30-Apr-79,64.72
1-May-79,65.74
2-May-79,65.46
3-May-79,64.93
4-May-79,65.41
7-May-79,65.41
8-May-79,66.42
9-May-79,65.57
10-May-79,67.41
11-May-79,67.62
14-May-79,67.2
15-May-79,66.44
16-May-79,67.22
17-May-79,67.75
18-May-79,68.01
21-May-79,69.09
22-May-79,70.13
23-May-79,69.27
24-May-79,69.3
25-May-79,71.24
28-May-79,71.24
29-May-79,72.66
30-May-79,71.65
31-May-79,72.45
1-Jun-79,72.17
4-Jun-79,71.23
5-Jun-79,71.73
6-Jun-79,73.23
7-Jun-79,73.17
8-Jun-79,72.76
11-Jun-79,73.88
12-Jun-79,72.15
13-Jun-79,71
14-Jun-79,71.98
15-Jun-79,72.59
18-Jun-79,72.76
19-Jun-79,71.98
20-Jun-79,72.05
21-Jun-79,71.79
22-Jun-79,73.12
25-Jun-79,73.17
26-Jun-79,72.76
27-Jun-79,72.4
28-Jun-79,72.04
29-Jun-79,70.43
2-Jul-79,72.43
3-Jul-79,71.05
4-Jul-79,70.71
5-Jul-79,71.41
6-Jul-79,72.6
9-Jul-79,74.87
10-Jul-79,74.18
11-Jul-79,73.97
12-Jul-79,74.17
13-Jul-79,73.58
16-Jul-79,73.86
17-Jul-79,74.19
18-Jul-79,75.83
19-Jul-79,75.37
20-Jul-79,75.67
23-Jul-79,76.04
24-Jul-79,75.96
25-Jul-79,75.2
26-Jul-79,74.94
27-Jul-79,76.11
30-Jul-79,75.86
31-Jul-79,75.69
1-Aug-79,73.87
2-Aug-79,74.44
3-Aug-79,73.24
6-Aug-79,73.89
7-Aug-79,73.39
8-Aug-79,74.66
9-Aug-79,75.44
10-Aug-79,77.68
13-Aug-79,78.36
14-Aug-79,75.64
15-Aug-79,77.48
16-Aug-79,76.89
17-Aug-79,77.6
20-Aug-79,77.55
21-Aug-79,77.86
22-Aug-79,80.9
23-Aug-79,80.19
24-Aug-79,81.18
27-Aug-79,81.18
28-Aug-79,80.99
29-Aug-79,80.28
30-Aug-79,81.73
31-Aug-79,81.27
3-Sep-79,81.83
4-Sep-79,83.4
5-Sep-79,84.53
6-Sep-79,87.37
7-Sep-79,84.79
10-Sep-79,86.31
11-Sep-79,87.08
12-Sep-79,87.39
13-Sep-79,87.54
14-Sep-79,90.08
17-Sep-79,92.45
18-Sep-79,97.74
19-Sep-79,99.35
20-Sep-79,98.48
21-Sep-79,97.76
24-Sep-79,99.35
25-Sep-79,98.77
26-Sep-79,96.07
27-Sep-79,99.4
28-Sep-79,102.57
1-Oct-79,103.53
2-Oct-79,113.5
3-Oct-79,109.06
4-Oct-79,102.62
5-Oct-79,95.86
8-Oct-79,99.59
9-Oct-79,99.09
10-Oct-79,106.83
11-Oct-79,104.7
12-Oct-79,101.69
15-Oct-79,105.73
16-Oct-79,104.89
17-Oct-79,102.06
18-Oct-79,100.54
19-Oct-79,102.18
22-Oct-79,105
23-Oct-79,103.83
24-Oct-79,103.21
25-Oct-79,103.7
26-Oct-79,99.81
29-Oct-79,100.01
30-Oct-79,100.76
31-Oct-79,101.04
1-Nov-79,101.23
2-Nov-79,99.73
5-Nov-79,100.85
6-Nov-79,102.61
7-Nov-79,103.53
8-Nov-79,104.53
9-Nov-79,103.53
12-Nov-79,103.42
13-Nov-79,102.24
14-Nov-79,101.21
15-Nov-79,99.7
16-Nov-79,98.77
19-Nov-79,100.85
20-Nov-79,101.29
21-Nov-79,103.04
22-Nov-79,102.55
23-Nov-79,101.84
26-Nov-79,101.98
27-Nov-79,102.2
28-Nov-79,104.51
29-Nov-79,105.66
30-Nov-79,106.43
3-Dec-79,109.06
4-Dec-79,113.17
5-Dec-79,111.66
6-Dec-79,112.95
7-Dec-79,112.93
10-Dec-79,113.21
11-Dec-79,115.21
12-Dec-79,117.31
13-Dec-79,119.01
14-Dec-79,119.41
17-Dec-79,120.23
18-Dec-79,123.21
19-Dec-79,128.22
20-Dec-79,124.2
21-Dec-79,123.43
24-Dec-79,123.19
25-Dec-79,123.19
26-Dec-79,123.19
27-Dec-79,129.69
28-Dec-79,132.03
31-Dec-79,134.7
1-Jan-80,134.7
2-Jan-80,142.71
3-Jan-80,161.49
4-Jan-80,152.47
7-Jan-80,160.27
8-Jan-80,156.02
9-Jan-80,152.6
10-Jan-80,155.37
11-Jan-80,155.97
14-Jan-80,164.42
15-Jan-80,173.16
16-Jan-80,195.05
17-Jan-80,184.93
18-Jan-80,208.86
21-Jan-80,215.73
22-Jan-80,195.3
23-Jan-80,166.12
24-Jan-80,182.01
25-Jan-80,177.9
28-Jan-80,162.88
29-Jan-80,174.65
30-Jan-80,180.58
31-Jan-80,171.35
1-Feb-80,173.14
4-Feb-80,171.39
5-Feb-80,168.59
6-Feb-80,175.78
7-Feb-80,178.76
8-Feb-80,175.02
11-Feb-80,181.22
12-Feb-80,179
13-Feb-80,176.03
14-Feb-80,173.8
15-Feb-80,172.08
18-Feb-80,169.12
19-Feb-80,170.17
20-Feb-80,160.13
21-Feb-80,165.2
22-Feb-80,165.19
25-Feb-80,160.53
26-Feb-80,163.71
27-Feb-80,161.47
28-Feb-80,163.89
29-Feb-80,165.19
3-Mar-80,165.88
4-Mar-80,165.16
5-Mar-80,167.2
6-Mar-80,165.38
7-Mar-80,157.32
10-Mar-80,157.83
11-Mar-80,148.41
12-Mar-80,151.42
13-Mar-80,150.06
14-Mar-80,131.62
17-Mar-80,126.46
18-Mar-80,123.59
19-Mar-80,134.44
20-Mar-80,146.4
21-Mar-80,140.43
24-Mar-80,142.78
25-Mar-80,143.86
26-Mar-80,137.38
27-Mar-80,127.8
28-Mar-80,128.94
31-Mar-80,133.6
1-Apr-80,136.3
2-Apr-80,130.69
3-Apr-80,129.8
4-Apr-80,129.8
7-Apr-80,129.8
8-Apr-80,135.41
9-Apr-80,142.28
10-Apr-80,140.01
11-Apr-80,138.13
14-Apr-80,137.92
15-Apr-80,129.13
16-Apr-80,132.09
17-Apr-80,132.4
18-Apr-80,132.69
21-Apr-80,131.68
22-Apr-80,127.45
23-Apr-80,128.92
24-Apr-80,131.48
25-Apr-80,140.5
28-Apr-80,136.01
29-Apr-80,131.33
30-Apr-80,133.59
1-May-80,130.54
2-May-80,130.71
5-May-80,130.71
6-May-80,131.48
7-May-80,129.73
8-May-80,130.54
9-May-80,130.6
12-May-80,129.49
13-May-80,129.92
14-May-80,131.49
15-May-80,130.57
16-May-80,131.49
19-May-80,130.9
20-May-80,129.55
21-May-80,128.21
22-May-80,132.32
23-May-80,127.59
26-May-80,127.59
27-May-80,125.88
28-May-80,131.04
29-May-80,130.8
30-May-80,133.5
2-Jun-80,142.1
3-Jun-80,141.71
4-Jun-80,144
5-Jun-80,147.03
6-Jun-80,148.11
9-Jun-80,157.47
10-Jun-80,152.94
11-Jun-80,150.36
12-Jun-80,148.45
13-Jun-80,153.31
16-Jun-80,150.81
17-Jun-80,149.38
18-Jun-80,152.14
19-Jun-80,150.84
20-Jun-80,152.49
23-Jun-80,149.89
24-Jun-80,151.45
25-Jun-80,157.2
26-Jun-80,156.81
27-Jun-80,158.73
30-Jun-80,165.59
1-Jul-80,164.04
2-Jul-80,168.31
3-Jul-80,167.14
4-Jul-80,166.98
7-Jul-80,164.22
8-Jul-80,172.12
9-Jul-80,169.48
10-Jul-80,166.09
11-Jul-80,165.51
14-Jul-80,161.76
15-Jul-80,155.23
16-Jul-80,156.14
17-Jul-80,157
18-Jul-80,152.46
21-Jul-80,154.45
22-Jul-80,151.97
23-Jul-80,157.27
24-Jul-80,157.36
25-Jul-80,161.99
28-Jul-80,159.43
29-Jul-80,161.98
30-Jul-80,160.84
31-Jul-80,154.75
1-Aug-80,161.2
4-Aug-80,155.82
5-Aug-80,157.29
6-Aug-80,155.97
7-Aug-80,157.98
8-Aug-80,157.63
11-Aug-80,153.34
12-Aug-80,153.11
13-Aug-80,153.56
14-Aug-80,155.3
15-Aug-80,155.79
18-Aug-80,151.73
19-Aug-80,155.84
20-Aug-80,155.81
21-Aug-80,160.16
22-Aug-80,159.69
25-Aug-80,159.69
26-Aug-80,156.63
27-Aug-80,157.02
28-Aug-80,158.04
29-Aug-80,157.65
1-Sep-80,155.07
2-Sep-80,156.25
3-Sep-80,157.72
4-Sep-80,157.71
5-Sep-80,160.77
8-Sep-80,163.11
9-Sep-80,168.26
10-Sep-80,170.6
11-Sep-80,167.58
12-Sep-80,171.8
15-Sep-80,167.06
16-Sep-80,166.93
17-Sep-80,168.46
18-Sep-80,168.1
19-Sep-80,168.19
22-Sep-80,172.81
23-Sep-80,179.64
24-Sep-80,177.25
25-Sep-80,175.78
26-Sep-80,174.05
29-Sep-80,171.23
30-Sep-80,167.55
1-Oct-80,169.36
2-Oct-80,168.77
3-Oct-80,167.27
6-Oct-80,166.72
7-Oct-80,169.29
8-Oct-80,167.94
9-Oct-80,169.56
10-Oct-80,169.63
13-Oct-80,168.95
14-Oct-80,167.54
15-Oct-80,168.16
16-Oct-80,166.8
17-Oct-80,165.42
20-Oct-80,163.19
21-Oct-80,161.62
22-Oct-80,163.3
23-Oct-80,160.33
24-Oct-80,156.13
27-Oct-80,157.34
28-Oct-80,156.54
29-Oct-80,159.28
30-Oct-80,159.33
31-Oct-80,157.9
3-Nov-80,156.4
4-Nov-80,160.03
5-Nov-80,162.22
6-Nov-80,157.64
7-Nov-80,149.34
10-Nov-80,153.91
11-Nov-80,149.71
12-Nov-80,151.87
13-Nov-80,152.31
14-Nov-80,153.19
17-Nov-80,151.51
18-Nov-80,148.4
19-Nov-80,157.93
20-Nov-80,158.51
21-Nov-80,161.03
24-Nov-80,160.55
25-Nov-80,154.18
26-Nov-80,156.98
27-Nov-80,155.76
28-Nov-80,156.64
1-Dec-80,160.44
2-Dec-80,159
3-Dec-80,158.99
4-Dec-80,160.38
5-Dec-80,157.33
8-Dec-80,155.83
9-Dec-80,155.64
10-Dec-80,150.84
11-Dec-80,147.02
12-Dec-80,140.37
15-Dec-80,147.53
16-Dec-80,142.9
17-Dec-80,145.65
18-Dec-80,147.12
19-Dec-80,142.22
22-Dec-80,150.86
23-Dec-80,152.49
24-Dec-80,152.38
25-Dec-80,152.38
26-Dec-80,152.38
29-Dec-80,153.02
30-Dec-80,148.2
31-Dec-80,148.55
1-Jan-81,148.55
2-Jan-81,149.45
5-Jan-81,148.04
6-Jan-81,151.29
7-Jan-81,149.4
8-Jan-81,145.97
9-Jan-81,147.99
12-Jan-81,143.77
13-Jan-81,144.91
14-Jan-81,143.45
15-Jan-81,144.51
16-Jan-81,143.86
19-Jan-81,142.16
20-Jan-81,142.9
21-Jan-81,146.65
22-Jan-81,145.73
23-Jan-81,141.52
26-Jan-81,134.95
27-Jan-81,133.57
28-Jan-81,134.62
29-Jan-81,130.66
30-Jan-81,132.56
2-Feb-81,129.41
3-Feb-81,129.72
4-Feb-81,130.91
5-Feb-81,129.92
6-Feb-81,132.2
9-Feb-81,134.41
10-Feb-81,135.6
11-Feb-81,132.17
12-Feb-81,130.43
13-Feb-81,129.18
16-Feb-81,128.82
17-Feb-81,131.71
18-Feb-81,132.48
19-Feb-81,132.42
20-Feb-81,135.67
23-Feb-81,135.61
24-Feb-81,133.99
25-Feb-81,135.17
26-Feb-81,131.84
27-Feb-81,131.27
2-Mar-81,125.23
3-Mar-81,122.42
4-Mar-81,126.01
5-Mar-81,120.77
6-Mar-81,122.65
9-Mar-81,123.69
10-Mar-81,126.63
11-Mar-81,124.92
12-Mar-81,125.25
13-Mar-81,129.99
16-Mar-81,129.95
17-Mar-81,131.1
18-Mar-81,133.94
19-Mar-81,130.53
20-Mar-81,135.34
23-Mar-81,140.88
24-Mar-81,140.04
25-Mar-81,141.2
26-Mar-81,142.26
27-Mar-81,146.09
30-Mar-81,139.87
31-Mar-81,136.34
1-Apr-81,137.27
2-Apr-81,137.97
3-Apr-81,139.9
6-Apr-81,142.53
7-Apr-81,139.24
8-Apr-81,134
9-Apr-81,135.49
10-Apr-81,130.59
13-Apr-81,125.72
14-Apr-81,128.38
15-Apr-81,128.91
16-Apr-81,127.57
17-Apr-81,127.57
20-Apr-81,127.57
21-Apr-81,128.17
22-Apr-81,130.58
23-Apr-81,129.55
24-Apr-81,130.65
27-Apr-81,129.24
28-Apr-81,129.26
29-Apr-81,127.82
30-Apr-81,128.55
1-May-81,128.51
4-May-81,128.51
5-May-81,127.47
6-May-81,128.95
7-May-81,128.72
8-May-81,128.6
11-May-81,133.95
12-May-81,131.1
13-May-81,132.02
14-May-81,130.57
15-May-81,131.14
18-May-81,129.37
19-May-81,131.54
20-May-81,129.73
21-May-81,131.17
22-May-81,127.2
25-May-81,127.2
26-May-81,127.85
27-May-81,127.98
28-May-81,128.31
29-May-81,130.1
1-Jun-81,131.18
2-Jun-81,130.65
3-Jun-81,131.94
4-Jun-81,131.29
5-Jun-81,129.34
8-Jun-81,127.7
9-Jun-81,129.58
10-Jun-81,127.92
11-Jun-81,129.06
12-Jun-81,129.25
15-Jun-81,128.16
16-Jun-81,127.79
17-Jun-81,126.37
18-Jun-81,126.88
19-Jun-81,126.11
22-Jun-81,126.36
23-Jun-81,127.41
24-Jun-81,128.07
25-Jun-81,127.44
26-Jun-81,123.69
29-Jun-81,121.51
30-Jun-81,119.08
1-Jul-81,119.7
2-Jul-81,116.42
3-Jul-81,117.07
6-Jul-81,112.97
7-Jul-81,114.16
8-Jul-81,114.23
9-Jul-81,116.07
10-Jul-81,117.89
13-Jul-81,118.81
14-Jul-81,115.62
15-Jul-81,115.45
16-Jul-81,118.89
17-Jul-81,117.41
20-Jul-81,118.45
21-Jul-81,117.87
22-Jul-81,116.88
23-Jul-81,118.55
24-Jul-81,116.66
27-Jul-81,117.53
28-Jul-81,115.27
29-Jul-81,115.68
30-Jul-81,115.64
31-Jul-81,117.51
3-Aug-81,115.15
4-Aug-81,115.65
5-Aug-81,114.58
6-Aug-81,115.98
7-Aug-81,117.39
10-Aug-81,116.03
11-Aug-81,117.06
12-Aug-81,118.04
13-Aug-81,118.6
14-Aug-81,119.47
17-Aug-81,117.97
18-Aug-81,122.15
19-Aug-81,125.13
20-Aug-81,123.2
21-Aug-81,121.68
24-Aug-81,123.4
25-Aug-81,119.43
26-Aug-81,118.79
27-Aug-81,119.87
28-Aug-81,122.82
31-Aug-81,122.82
1-Sep-81,122.76
2-Sep-81,124.87
3-Sep-81,125.87
4-Sep-81,127.35
7-Sep-81,128.11
8-Sep-81,128.44
9-Sep-81,129.09
10-Sep-81,129.81
11-Sep-81,132.93
14-Sep-81,134.7
15-Sep-81,130.39
16-Sep-81,129.78
17-Sep-81,133.56
18-Sep-81,130.23
21-Sep-81,133.14
22-Sep-81,135.06
23-Sep-81,135.67
24-Sep-81,133.71
25-Sep-81,134.18
28-Sep-81,125.62
29-Sep-81,127.2
30-Sep-81,124.44
1-Oct-81,126.69
2-Oct-81,126.87
5-Oct-81,127.9
6-Oct-81,127.89
7-Oct-81,129.09
8-Oct-81,126.93
9-Oct-81,131.86
12-Oct-81,132.63
13-Oct-81,130.95
14-Oct-81,130.59
15-Oct-81,131.61
16-Oct-81,129.62
19-Oct-81,129.68
20-Oct-81,130.68
21-Oct-81,129.45
22-Oct-81,129.01
23-Oct-81,128.4
26-Oct-81,128.08
27-Oct-81,126.14
28-Oct-81,126.3
29-Oct-81,123.29
30-Oct-81,124.63
2-Nov-81,126.14
3-Nov-81,125.7
4-Nov-81,126.67
5-Nov-81,126.46
6-Nov-81,126.19
9-Nov-81,125.65
10-Nov-81,125.28
11-Nov-81,120.81
12-Nov-81,119.65
13-Nov-81,120.69
16-Nov-81,119.2
17-Nov-81,116.43
18-Nov-81,116.71
19-Nov-81,117.3
20-Nov-81,117.97
23-Nov-81,116.19
24-Nov-81,115.9
25-Nov-81,118.8
26-Nov-81,119.52
27-Nov-81,119.28
30-Nov-81,122.66
1-Dec-81,119.83
2-Dec-81,118.9
3-Dec-81,123.55
4-Dec-81,124.42
7-Dec-81,123.19
8-Dec-81,123.31
9-Dec-81,119.63
10-Dec-81,120.5
11-Dec-81,125.09
14-Dec-81,123.08
15-Dec-81,120.14
16-Dec-81,121.41
17-Dec-81,121.43
18-Dec-81,121.06
21-Dec-81,122.56
22-Dec-81,118.71
23-Dec-81,117.92
24-Dec-81,118.28
25-Dec-81,118.28
28-Dec-81,118.28
29-Dec-81,116.14
30-Dec-81,115.69
31-Dec-81,116.55
1-Jan-82,116.55
4-Jan-82,116.4
5-Jan-82,117.56
6-Jan-82,117.54
7-Jan-82,116.09
8-Jan-82,116.69
11-Jan-82,116.24
12-Jan-82,114.89
13-Jan-82,114.45
14-Jan-82,109.03
15-Jan-82,110.57
18-Jan-82,107.5
19-Jan-82,110.15
20-Jan-82,109.15
21-Jan-82,110.38
22-Jan-82,111.21
25-Jan-82,110.03
26-Jan-82,109.18
27-Jan-82,112.28
28-Jan-82,111.71
29-Jan-82,114.01
1-Feb-82,112.59
2-Feb-82,110.38
3-Feb-82,111.42
4-Feb-82,112.27
5-Feb-82,113.96
8-Feb-82,111.95
9-Feb-82,111.45
10-Feb-82,112.47
11-Feb-82,111.77
12-Feb-82,112.05
15-Feb-82,110.97
16-Feb-82,111.55
17-Feb-82,111.67
18-Feb-82,108.67
19-Feb-82,109.2
22-Feb-82,106.88
23-Feb-82,107.35
24-Feb-82,108
25-Feb-82,109.19
26-Feb-82,108.47
1-Mar-82,106.81
2-Mar-82,108.22
3-Mar-82,105.94
4-Mar-82,102.83
5-Mar-82,100.61
8-Mar-82,100.18
9-Mar-82,97.09
10-Mar-82,99.02
11-Mar-82,99.41
12-Mar-82,96.27
15-Mar-82,93.74
16-Mar-82,95.91
17-Mar-82,93.5
18-Mar-82,96.01
19-Mar-82,94.71
22-Mar-82,94.92
23-Mar-82,97.62
24-Mar-82,99.41
25-Mar-82,98.19
26-Mar-82,96.57
29-Mar-82,95.68
30-Mar-82,97.55
31-Mar-82,96.05
1-Apr-82,97.63
2-Apr-82,97.99
5-Apr-82,101.43
6-Apr-82,105.07
7-Apr-82,106.88
8-Apr-82,105.4
9-Apr-82,105.4
12-Apr-82,105.4
13-Apr-82,105.9
14-Apr-82,110.49
15-Apr-82,109.15
16-Apr-82,109.57
19-Apr-82,107.21
20-Apr-82,104.32
21-Apr-82,104.14
22-Apr-82,103.83
23-Apr-82,104.44
26-Apr-82,107.63
27-Apr-82,105.4
28-Apr-82,107.17
29-Apr-82,104.88
30-Apr-82,106.81
3-May-82,106.76
4-May-82,102.8
5-May-82,101.57
6-May-82,99.33
7-May-82,99.68
10-May-82,97.25
11-May-82,97.28
12-May-82,98.52
13-May-82,98.6
14-May-82,98.88
17-May-82,100.66
18-May-82,101.73
19-May-82,103.29
20-May-82,103.31
21-May-82,102.68
24-May-82,99.37
25-May-82,97.59
26-May-82,99.3
27-May-82,97.32
28-May-82,98.78
31-May-82,98.78
1-Jun-82,96.27
2-Jun-82,94.78
3-Jun-82,96.34
4-Jun-82,95.42
7-Jun-82,96.86
8-Jun-82,99.83
9-Jun-82,96.28
10-Jun-82,99.64
11-Jun-82,98.31
14-Jun-82,98.17
15-Jun-82,95.82
16-Jun-82,96.43
17-Jun-82,95.95
18-Jun-82,94.25
21-Jun-82,91.01
22-Jun-82,91.87
23-Jun-82,91.91
24-Jun-82,94.62
25-Jun-82,93.27
28-Jun-82,92.93
29-Jun-82,95.2
30-Jun-82,95.55
1-Jul-82,95.45
2-Jul-82,96.3
5-Jul-82,97.55
6-Jul-82,96.8
7-Jul-82,94.67
8-Jul-82,96.3
9-Jul-82,98.99
12-Jul-82,103.37
13-Jul-82,104.58
14-Jul-82,108.92
15-Jul-82,107.31
16-Jul-82,106.48
19-Jul-82,107.51
20-Jul-82,105.44
21-Jul-82,109.88
22-Jul-82,109.5
23-Jul-82,110.2
26-Jul-82,108.6
27-Jul-82,107.52
28-Jul-82,106.31
29-Jul-82,104.26
30-Jul-82,104.98
2-Aug-82,107.61
3-Aug-82,108.73
4-Aug-82,107.43
5-Aug-82,107.88
6-Aug-82,107.05
9-Aug-82,104.29
10-Aug-82,103.8
11-Aug-82,102.75
12-Aug-82,102.94
13-Aug-82,104.09
16-Aug-82,103.07
17-Aug-82,103.87
18-Aug-82,107.76
19-Aug-82,109.2
20-Aug-82,116.16
23-Aug-82,116.01
24-Aug-82,124.44
25-Aug-82,119.77
26-Aug-82,127.5
27-Aug-82,131.08
30-Aug-82,131.08
31-Aug-82,126.46
1-Sep-82,124.92
2-Sep-82,125.18
3-Sep-82,140.65
6-Sep-82,141.78
7-Sep-82,150.85
8-Sep-82,145.28
9-Sep-82,147.37
10-Sep-82,139.32
13-Sep-82,136.9
14-Sep-82,140.05
15-Sep-82,137.95
16-Sep-82,138.57
17-Sep-82,137.98
20-Sep-82,131.83
21-Sep-82,131.85
22-Sep-82,136.58
23-Sep-82,135.68
24-Sep-82,136.09
27-Sep-82,128.79
28-Sep-82,127.82
29-Sep-82,129.02
30-Sep-82,122.97
1-Oct-82,123.96
4-Oct-82,122.21
5-Oct-82,120.92
6-Oct-82,125.24
7-Oct-82,129.41
8-Oct-82,136.24
11-Oct-82,133.61
12-Oct-82,136.19
13-Oct-82,133.29
14-Oct-82,139.4
15-Oct-82,135.94
18-Oct-82,132.3
19-Oct-82,136.55
20-Oct-82,134.16
21-Oct-82,135.02
22-Oct-82,132.66
25-Oct-82,131.61
26-Oct-82,130.3
27-Oct-82,132.02
28-Oct-82,131.03
29-Oct-82,132.09
1-Nov-82,132.74
2-Nov-82,134.68
3-Nov-82,135.6
4-Nov-82,133.7
5-Nov-82,132.87
8-Nov-82,128.42
9-Nov-82,128.39
10-Nov-82,128.85
11-Nov-82,127.72
12-Nov-82,125.75
15-Nov-82,127.58
16-Nov-82,127.72
17-Nov-82,130.9
18-Nov-82,128.84
19-Nov-82,130.38
22-Nov-82,130.2
23-Nov-82,127.42
24-Nov-82,127.12
25-Nov-82,130.11
26-Nov-82,129.25
29-Nov-82,133.74
30-Nov-82,132.71
1-Dec-82,136.58
2-Dec-82,135
3-Dec-82,136.62
6-Dec-82,137.73
7-Dec-82,141.86
8-Dec-82,140.86
9-Dec-82,137.81
10-Dec-82,137.22
13-Dec-82,136.74
14-Dec-82,140.12
15-Dec-82,136.16
16-Dec-82,137.21
17-Dec-82,137.96
20-Dec-82,136.99
21-Dec-82,138.64
22-Dec-82,140.01
23-Dec-82,139.7
24-Dec-82,139.2
27-Dec-82,139.2
28-Dec-82,139.2
29-Dec-82,138.48
30-Dec-82,138.95
31-Dec-82,138.89
3-Jan-83,138.89
4-Jan-83,139.35
5-Jan-83,141.27
6-Jan-83,143.26
7-Jan-83,141.17
10-Jan-83,148.27
11-Jan-83,153.83
12-Jan-83,151.96
13-Jan-83,154.23
14-Jan-83,151.84
17-Jan-83,155.53
18-Jan-83,153.74
19-Jan-83,156.59
20-Jan-83,153.94
21-Jan-83,155.81
24-Jan-83,150.91
25-Jan-83,152.67
26-Jan-83,153.36
27-Jan-83,156.36
28-Jan-83,156.43
31-Jan-83,160.87
1-Feb-83,161.32
2-Feb-83,159.23
3-Feb-83,161.14
4-Feb-83,160.13
7-Feb-83,155.29
8-Feb-83,157.55
9-Feb-83,155.84
10-Feb-83,156.81
11-Feb-83,159.54
14-Feb-83,158.98
15-Feb-83,162.13
16-Feb-83,160.23
17-Feb-83,160.16
18-Feb-83,159.2
21-Feb-83,160.46
22-Feb-83,161.58
23-Feb-83,152.81
24-Feb-83,150.84
25-Feb-83,149.84
28-Feb-83,134.94
1-Mar-83,132.43
2-Mar-83,137.29
3-Mar-83,137.33
4-Mar-83,132.62
7-Mar-83,133.23
8-Mar-83,135.63
9-Mar-83,134.77
10-Mar-83,137.63
11-Mar-83,135.8
14-Mar-83,137.88
15-Mar-83,139.13
16-Mar-83,135.73
17-Mar-83,133.23
18-Mar-83,135.19
21-Mar-83,133.22
22-Mar-83,134.83
23-Mar-83,133.2
24-Mar-83,132.13
25-Mar-83,131.76
28-Mar-83,132.6
29-Mar-83,132.56
30-Mar-83,133.51
31-Mar-83,131.96
1-Apr-83,131.96
4-Apr-83,131.96
5-Apr-83,135.45
6-Apr-83,135.26
7-Apr-83,137.14
8-Apr-83,135.68
11-Apr-83,135.98
12-Apr-83,137.52
13-Apr-83,137.27
14-Apr-83,139.2
15-Apr-83,139.33
18-Apr-83,140.47
19-Apr-83,142.02
20-Apr-83,139.4
21-Apr-83,141.6
22-Apr-83,140.14
25-Apr-83,140.72
26-Apr-83,139.31
27-Apr-83,140.35
28-Apr-83,137.55
29-Apr-83,137.81
2-May-83,137.81
3-May-83,138.46
4-May-83,139.85
5-May-83,139.46
6-May-83,138.34
9-May-83,140.12
10-May-83,141.09
11-May-83,142.17
12-May-83,140.37
13-May-83,140.52
16-May-83,141.12
17-May-83,140.5
18-May-83,142.13
19-May-83,141.57
20-May-83,141.29
23-May-83,139.12
24-May-83,139.98
25-May-83,139.52
26-May-83,140.28
27-May-83,139.65
30-May-83,139.65
31-May-83,141.2
1-Jun-83,133.86
2-Jun-83,132.93
3-Jun-83,134.21
6-Jun-83,132.17
7-Jun-83,129.63
8-Jun-83,129.71
9-Jun-83,129.76
10-Jun-83,133.08
13-Jun-83,134.05
14-Jun-83,134.54
15-Jun-83,130.9
16-Jun-83,132.62
17-Jun-83,134.76
20-Jun-83,133.09
21-Jun-83,135.06
22-Jun-83,136.3
23-Jun-83,135.49
24-Jun-83,135.28
27-Jun-83,137.45
28-Jun-83,133.29
29-Jun-83,134.97
30-Jun-83,134.51
1-Jul-83,134.37
4-Jul-83,134.32
5-Jul-83,133.92
6-Jul-83,132.58
7-Jul-83,133.83
8-Jul-83,136.31
11-Jul-83,138.03
12-Jul-83,139.58
13-Jul-83,138.61
14-Jul-83,137.67
15-Jul-83,136.81
